NaN,0,0,0,0,0,0,0,0,54798047250.9822
NaN,0,0,0,0,0,0,0,0,49989109090.6892
NaN,0,0,0,0,0,0,0,0,47650912.6482445
NaN,0,0,0,0,0,0,0,0,883926959118.087
NaN,0,0,0,0,0,0,0,0,6746862602073.27
NaN,0,0,0,0,0,0,0,0,12584692666.2391
NaN,0,0,0,0,0,0,0,0,4759015401.63255
NaN,0,0,0,0,0,0,0,0,3848571811332.8
NaN,0,0,0,0,0,0,0,0,183418434865634
NaN,0,0,0,0,0,0,0,0,200091222561.803
NaN,0,0,0,0,0,0,0,0,1058820426995.81
NaN,0,0,0,0,0,0,0,0,684343752420.656
NaN,0,0,0,0,0,0,0,0,10946575181490.6
NaN,0,0,0,0,0,0,0,0,802519871341095
NaN,0,0,0,0,0,0,0,0,47059573028.9887
NaN,0,0,0,0,0,0,0,0,139534332448.336
NaN,0,0,0,0,0,0,0,0,958989252845.024
NaN,0,0,0,0,0,0,0,0,158979322.307681
NaN,0,0,0,0,0,0,0,0,30370106353.1765
NaN,0,0,0,0,0,0,0,0,132643122003.514
NaN,0,0,0,0,0,0,0,0,109235012582511
NaN,0,0,0,0,0,0,0,0,468551222103.45
NaN,0,0,0,0,0,0,0,0,15824600672006.8
NaN,0,0,0,0,0,0,0,0,1822318898351.29
NaN,0,0,0,0,0,0,0,0,53007471422.791
