NaN,0,0,0,0,0,0,0,0,0,7.5507325580531e+19
NaN,0,0,0,0,0,0,0,0,0,2.25968288792344e+19
NaN,0,0,0,0,0,0,0,0,0,6.70463980461567e+19
NaN,0,0,0,0,0,0,0,0,0,1.09306779901254e+20
NaN,0,0,0,0,0,0,0,0,0,5.21733727779674e+19
NaN,0,0,0,0,0,0,0,0,0,2.2405248249542e+20
NaN,0,0,0,0,0,0,0,0,0,1.19076454999359e+20
NaN,0,0,0,0,0,0,0,0,0,3.97849880317945e+20
NaN,0,0,0,0,0,0,0,0,0,7.68867298675678e+19
NaN,0,0,0,0,0,0,0,0,0,1.12368321688496e+20
NaN,0,0,0,0,0,0,0,0,0,1.14509240002467e+20
NaN,0,0,0,0,0,0,0,0,0,1.00427644065899e+20
NaN,0,0,0,0,0,0,0,0,0,1.57245974647593e+20
NaN,0,0,0,0,0,0,0,0,0,5.69054070948353e+19
NaN,0,0,0,0,0,0,0,0,0,5.14297173978239e+19
NaN,0,0,0,0,0,0,0,0,0,4.32571079134323e+20
NaN,0,0,0,0,0,0,0,0,0,1.7070932734413e+19
NaN,0,0,0,0,0,0,0,0,0,1.32419379240681e+19
NaN,0,0,0,0,0,0,0,0,0,2.32177675180573e+20
NaN,0,0,0,0,0,0,0,0,0,1.53814214191099e+20
NaN,0,0,0,0,0,0,0,0,0,7.03260680850083e+18
NaN,0,0,0,0,0,0,0,0,0,7.12177234826302e+19
NaN,0,0,0,0,0,0,0,0,0,1.3236632783559e+20
NaN,0,0,0,0,0,0,0,0,0,5.02559998343346e+19
NaN,0,0,0,0,0,0,0,0,0,3.5992341225788e+19
