NaN,0,0,0,0,0,0,0,0.810039188980251
NaN,0,0,0,0,0,0,0,311674820.276631
NaN,0,0,0,0,0,0,0,18266.211325365
NaN,0,0,0,0,0,0,0,69180377781.7892
NaN,0,0,0,0,0,0,0,44602512512.3903
NaN,0,0,0,0,0,0,0,61918925.6339768
NaN,0,0,0,0,0,0,0,830915838.574382
NaN,0,0,0,0,0,0,0,2080.16697949755
NaN,0,0,0,0,0,0,0,855.587123365281
NaN,0,0,0,0,0,0,0,2583004717.35876
NaN,0,0,0,0,0,0,0,29066056.3678559
NaN,0,0,0,0,0,0,0,7.04146612264503
NaN,0,0,0,0,0,0,0,2.40657289973834
NaN,0,0,0,0,0,0,0,6.52751772575165e+19
NaN,0,0,0,0,0,0,0,1494937.85238709
NaN,0,0,0,0,0,0,0,90661893.7716105
NaN,0,0,0,0,0,0,0,45828.5741676796
NaN,0,0,0,0,0,0,0,6.51019723109827e+19
NaN,0,0,0,0,0,0,0,213341904.953913
NaN,0,0,0,0,0,0,0,15645.290188256
NaN,0,0,0,0,0,0,0,16741000.921599
NaN,0,0,0,0,0,0,0,730.613140465174
NaN,0,0,0,0,0,0,0,179138.836776101
NaN,0,0,0,0,0,0,0,4820405.81304331
NaN,0,0,0,0,0,0,0,93669.6635881068
