NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22891066162966e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03317328522194e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0696445294088e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16836559176735e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10298332776614e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05635130068999e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11127726218581e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88750950985681e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12046653198659e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11666221636178e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23406720472792e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06882489648565e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16029962469765e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07458906519851e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9188980667365e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12276327115659e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10367098781455e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10976052843129e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19243872529393e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06074432077919e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0372435436892e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17303253269779e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15327568360894e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01104360424093e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111984305665e+24
