NaN,0,0,0,0,9915892306.45654
NaN,0,0,0,0,27597929040.8198
NaN,0,0,0,0,119286985.678354
NaN,0,0,0,0,90872959195.8879
NaN,0,0,0,0,17992543647.0075
NaN,0,0,0,0,13705817279.6014
NaN,0,0,0,0,120262275.183575
NaN,0,0,0,0,16355108227.8267
NaN,0,0,0,0,26075546463.03
NaN,0,0,0,0,1326518898.24923
NaN,0,0,0,0,188851918.176928
NaN,0,0,0,0,36224094265.8629
NaN,0,0,0,0,5241322213.42842
NaN,0,0,0,0,222227405.504029
NaN,0,0,0,0,6752425170.43716
NaN,0,0,0,0,553582603.082735
NaN,0,0,0,0,423063673.549797
NaN,0,0,0,0,6285866241.09201
NaN,0,0,0,0,3707973746.07198
NaN,0,0,0,0,5063330181.50218
NaN,0,0,0,0,16463370996.4942
NaN,0,0,0,0,2276404163.68214
NaN,0,0,0,0,17033754844.9108
NaN,0,0,0,0,263969292.138915
NaN,0,0,0,0,113783387266.43
