NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0514902014027
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01721399850423
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93386878612512
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2729625965052
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89902441642164
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15923254959234
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44021669802122
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71847049335236
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75024571451728
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3145185656087
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69894538981621
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32245820332861
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86722931378111
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69556464368516
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56763485965828
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22003249427555
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64217336963026
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81723062450448
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39052610462278
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98466354986343
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14402970306196
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09130146458588
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23599653214611
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23284760951535
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92466976396661
