NaN,0,0,0,0,0,0,0,0,4.01803778502743e+15
NaN,0,0,0,0,0,0,0,0,208286049271142
NaN,0,0,0,0,0,0,0,0,4.50292783813623e+15
NaN,0,0,0,0,0,0,0,0,2.49179641150038e+15
NaN,0,0,0,0,0,0,0,0,1.17972080495417e+15
NaN,0,0,0,0,0,0,0,0,125952591092375
NaN,0,0,0,0,0,0,0,0,350775468783138
NaN,0,0,0,0,0,0,0,0,1.551813031354e+15
NaN,0,0,0,0,0,0,0,0,207354970727628
NaN,0,0,0,0,0,0,0,0,44676144787806.2
NaN,0,0,0,0,0,0,0,0,133288560374246
NaN,0,0,0,0,0,0,0,0,706107289336046
NaN,0,0,0,0,0,0,0,0,157837509162395
NaN,0,0,0,0,0,0,0,0,1.20416060478545e+15
NaN,0,0,0,0,0,0,0,0,267495316075419
NaN,0,0,0,0,0,0,0,0,3.68492710568868e+15
NaN,0,0,0,0,0,0,0,0,1.94860697716307e+15
NaN,0,0,0,0,0,0,0,0,3.07108568576503e+15
NaN,0,0,0,0,0,0,0,0,336565053592499
NaN,0,0,0,0,0,0,0,0,11213178839871.5
NaN,0,0,0,0,0,0,0,0,2.18529109202999e+15
NaN,0,0,0,0,0,0,0,0,865861883503208
NaN,0,0,0,0,0,0,0,0,4.02784586269992e+15
NaN,0,0,0,0,0,0,0,0,270189590029393
NaN,0,0,0,0,0,0,0,0,2.46789703338545e+15
