NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8080706371213
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.188699145409
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2413992049727
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1453230748679
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7630692896079
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98309404107294
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5891721323338
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7381643941259
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7496550950358
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7245525468439
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6804003699626
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98259538893332
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9141422160377
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1442798451412
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98265582808363
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9869346341362
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1207830642723
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98257326379908
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6778346914635
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2308117973865
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98268680662244
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98269562604154
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1377496532037
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5226654962724
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9265299989848
