NaN,0,0,0,0,0,0,7410
NaN,0,0,0,0,0,0,6630
NaN,0,0,0,0,0,0,6900
NaN,0,0,0,0,0,0,7860
NaN,0,0,0,0,0,0,7650
NaN,0,0,0,0,0,0,7860
NaN,0,0,0,0,0,0,7050
NaN,0,0,0,0,0,0,6390
NaN,0,0,0,0,0,0,6120
NaN,0,0,0,0,0,0,6240
NaN,0,0,0,0,0,0,6840
NaN,0,0,0,0,0,0,6600
NaN,0,0,0,0,0,0,7380
NaN,0,0,0,0,0,0,6420
NaN,0,0,0,0,0,0,6810
NaN,0,0,0,0,0,0,7590
NaN,0,0,0,0,0,0,6510
NaN,0,0,0,0,0,0,7590
NaN,0,0,0,0,0,0,6360
NaN,0,0,0,0,0,0,7080
NaN,0,0,0,0,0,0,7290
NaN,0,0,0,0,0,0,7080
NaN,0,0,0,0,0,0,6510
NaN,0,0,0,0,0,0,7200
NaN,0,0,0,0,0,0,7140
NaN,0,0,0,0,0,0,6900
NaN,0,0,0,0,0,0,6510
NaN,0,0,0,0,0,0,6600
NaN,0,0,0,0,0,0,6780
NaN,0,0,0,0,0,0,7020
