NaN,0,0,263.895852940105
NaN,0,0,263.895850069059
NaN,0,0,263.895852216211
NaN,0,0,263.895849191184
NaN,0,0,263.895852137795
NaN,0,0,263.895850119598
NaN,0,0,263.895847957238
NaN,0,0,263.895850074346
NaN,0,0,263.895851269443
NaN,0,0,263.895847841123
NaN,0,0,263.895853186907
NaN,0,0,263.895852464949
NaN,0,0,263.895851738153
NaN,0,0,263.895849717701
NaN,0,0,263.895849424923
NaN,0,0,263.895852538059
NaN,0,0,263.895852922154
NaN,0,0,263.895853254164
NaN,0,0,263.895852535929
NaN,0,0,263.895850263534
NaN,0,0,263.895849474501
NaN,0,0,263.895849421781
NaN,0,0,263.895852231427
NaN,0,0,263.895851701714
NaN,0,0,263.89584868296
NaN,0,0,263.895853254397
NaN,0,0,263.895845156573
NaN,0,0,263.895847845549
NaN,0,0,263.895854647247
NaN,0,0,263.89585332782
