Inf,26.799,26.799,26.799,26.799,26.621,26.621,26.621,26.621,26.573,26.571,26.571,26.571,26.571,26.571,26.571,26.571,26.571,26.571,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486,26.486
0,1,2,3,4,9,10,11,12,13,19,20,21,22,27,28,29,30,31,37,38,39,40,46,47,48,49,54,55,56,57,63,64,65,66,67,72,73,74,75,80,81,82,83,89,90,91,92,93,98,99,100,101,107,108,109,110,115,116,117,118,124,125,126,127,132,133,134,135,140,141,142,143,144,149,150,151,152,157,158,159,160,161,166,167,168,169,170,171,176,177,178,179,184,185,186,187,188,193,194,195,196,202,203,204,205,210,211,212,213,214,219,220,221,222,223,228,229,230,231,232
