NaN,0,0,0,0,41070
NaN,0,0,0,0,60000
NaN,0,0,0,0,30090
NaN,0,0,0,0,31200
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,34620
NaN,0,0,0,0,39870
NaN,0,0,0,0,60000
NaN,0,0,0,0,33090
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,23100
NaN,0,0,0,0,33600
NaN,0,0,0,0,60000
NaN,0,0,0,0,38070
NaN,0,0,0,0,60000
NaN,0,0,0,0,12570
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,42090
NaN,0,0,0,0,31830
NaN,0,0,0,0,38730
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
