NaN,0,0,0,0,10680
NaN,0,0,0,0,40470
NaN,0,0,0,0,26970
NaN,0,0,0,0,22320
NaN,0,0,0,0,36900
NaN,0,0,0,0,44670
NaN,0,0,0,0,9360
NaN,0,0,0,0,60000
NaN,0,0,0,0,26790
NaN,0,0,0,0,14400
NaN,0,0,0,0,24720
NaN,0,0,0,0,60000
NaN,0,0,0,0,40620
NaN,0,0,0,0,11520
NaN,0,0,0,0,32310
NaN,0,0,0,0,58920
NaN,0,0,0,0,46020
NaN,0,0,0,0,16650
NaN,0,0,0,0,13980
NaN,0,0,0,0,31260
NaN,0,0,0,0,46890
NaN,0,0,0,0,18870
NaN,0,0,0,0,33120
NaN,0,0,0,0,23880
NaN,0,0,0,0,15150
NaN,0,0,0,0,19680
NaN,0,0,0,0,11790
NaN,0,0,0,0,35520
NaN,0,0,0,0,52560
NaN,0,0,0,0,17550
