NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130838930363289
NaN,0,0,0,0,0,0.0130832989511954
NaN,0,0,0,0,0,0.0130829573440695
NaN,0,0,0,0,0,0.0130823198125949
NaN,0,0,0,0,0,0.0130813279188767
NaN,0,0,0,0,0,0.0130832989511954
NaN,0,0,0,0,0,0.0130840757441168
NaN,0,0,0,0,0,0.0130818289155071
NaN,0,0,0,0,0,0.0130775198791426
NaN,0,0,0,0,0,0.0130820725272821
NaN,0,0,0,0,0,0.0130795789977655
NaN,0,0,0,0,0,0.0130840757441168
NaN,0,0,0,0,0,0.0130775198791426
NaN,0,0,0,0,0,0.0130823198125949
NaN,0,0,0,0,0,0.0130775198791426
