NaN,0,0,0,0,0,0.0130821839577033
NaN,0,0,0,0,0,0.0130833378673697
NaN,0,0,0,0,0,0.0130836499248503
NaN,0,0,0,0,0,0.0130831727295855
NaN,0,0,0,0,0,0.0130829055253554
NaN,0,0,0,0,0,0.0130839098052859
NaN,0,0,0,0,0,0.0130830840121161
NaN,0,0,0,0,0,0.013082961490302
NaN,0,0,0,0,0,0.0130837467881625
NaN,0,0,0,0,0,0.0130831818154898
NaN,0,0,0,0,0,0.0130840143759639
NaN,0,0,0,0,0,0.0130828864340822
NaN,0,0,0,0,0,0.0130809970230676
NaN,0,0,0,0,0,0.0130837468255549
NaN,0,0,0,0,0,0.0130837432469868
NaN,0,0,0,0,0,0.0130837504212232
NaN,0,0,0,0,0,0.0130831527642904
NaN,0,0,0,0,0,0.0130828628958811
NaN,0,0,0,0,0,0.0130834285521495
NaN,0,0,0,0,0,0.0130834774417025
NaN,0,0,0,0,0,0.0130839038595354
NaN,0,0,0,0,0,0.0130840568259482
NaN,0,0,0,0,0,0.0130829001648044
NaN,0,0,0,0,0,0.0130818416566511
NaN,0,0,0,0,0,0.0130833311899735
NaN,0,0,0,0,0,0.0130824193203281
NaN,0,0,0,0,0,0.0130830697770138
NaN,0,0,0,0,0,0.0130837822161916
NaN,0,0,0,0,0,0.0130830704152986
NaN,0,0,0,0,0,0.013083932798466
