NaN,0,0,0,0,0,0,0,0,0,0,0,2370
NaN,0,0,0,0,0,0,0,0,0,0,0,5610
NaN,0,0,0,0,0,0,0,0,0,0,0,1800
NaN,0,0,0,0,0,0,0,0,0,0,0,1980
NaN,0,0,0,0,0,0,0,0,0,0,0,3150
NaN,0,0,0,0,0,0,0,0,0,0,0,4650
NaN,0,0,0,0,0,0,0,0,0,0,0,2670
NaN,0,0,0,0,0,0,0,0,0,0,0,4620
NaN,0,0,0,0,0,0,0,0,0,0,0,9120
NaN,0,0,0,0,0,0,0,0,0,0,0,5010
NaN,0,0,0,0,0,0,0,0,0,0,0,4980
NaN,0,0,0,0,0,0,0,0,0,0,0,2970
NaN,0,0,0,0,0,0,0,0,0,0,0,5070
NaN,0,0,0,0,0,0,0,0,0,0,0,3120
NaN,0,0,0,0,0,0,0,0,0,0,0,60000
NaN,0,0,0,0,0,0,0,0,0,0,0,3360
NaN,0,0,0,0,0,0,0,0,0,0,0,2400
NaN,0,0,0,0,0,0,0,0,0,0,0,1620
NaN,0,0,0,0,0,0,0,0,0,0,0,1800
NaN,0,0,0,0,0,0,0,0,0,0,0,2640
NaN,0,0,0,0,0,0,0,0,0,0,0,3060
NaN,0,0,0,0,0,0,0,0,0,0,0,2280
NaN,0,0,0,0,0,0,0,0,0,0,0,3000
NaN,0,0,0,0,0,0,0,0,0,0,0,2160
NaN,0,0,0,0,0,0,0,0,0,0,0,2070
NaN,0,0,0,0,0,0,0,0,0,0,0,780
NaN,0,0,0,0,0,0,0,0,0,0,0,6480
NaN,0,0,0,0,0,0,0,0,0,0,0,3660
NaN,0,0,0,0,0,0,0,0,0,0,0,3690
NaN,0,0,0,0,0,0,0,0,0,0,0,3390
