500001,500002,500001,500001,500001,100966,500001,500002,500001,500003,500001,500001,500002,500001,500002,170496,500002,500002,500001,500001,500002,500001,500002,500001
500001,500001,500001,500001,500001,127569,500001,500002,500002,500002,500001,500002,500002,500001,500002,381808,500001,500002,500002,500002,500001,500001,500002,500002
500001,500002,500001,500001,500002,389740,500002,500001,500001,500002,500001,406085,500001,500002,500001,500002,500002,500001,500001,500002,500002,500001,500002,500001
500001,500002,500001,500001,500002,138290,500001,416,500001,500002,500001,42819,500001,500001,500001,500001,500002,500001,500002,500001,500002,500001,500002,500002
500002,500002,500001,500002,500001,339016,500002,500001,500002,500001,500002,3778,500002,500002,500001,500002,500002,500001,500001,500002,500001,500002,500002,226790
500002,500001,500001,500001,500001,102882,500001,360,500001,500002,500002,145294,500001,500001,500001,351222,500002,500001,500002,500001,500001,500001,500001,500002
500002,500001,500002,500001,500001,171555,500001,500002,500001,500001,500002,500001,500002,500001,500002,500001,500001,500002,500001,500002,500002,500002,500002,500001
500002,500001,500001,500002,500001,209641,500001,500001,500001,500001,500001,500002,300,500002,500001,500002,500001,500002,500002,500002,500001,500001,500002,341550
500002,500002,500001,500002,500002,500001,500002,518,500002,500001,500001,500001,500001,500001,500001,500002,500002,500001,500002,500001,500001,500001,500002,500002
500001,500002,500001,500001,500001,173544,500001,500001,500002,500002,500002,500001,500002,500002,500001,500002,500002,500001,500001,500001,500002,500001,500002,500002
500002,500001,500002,500002,500002,146728,500001,500001,500002,500002,500001,500002,500002,500002,500002,500001,500001,500002,500002,500002,500002,500002,500001,500001
500001,500002,500001,500001,500002,105727,500001,500001,500001,500002,500002,500002,500001,500001,500002,500002,500002,500001,500001,500001,500002,500002,500002,70510
500002,500002,500002,500002,500001,119184,500002,435,500001,500002,500001,500001,500002,500002,500002,500002,500001,500002,500002,500001,500001,500001,500002,172366
500001,500002,500001,500002,500002,475005,500001,500002,500002,500002,500002,90002,500001,500001,500002,500002,500002,500002,500001,500001,500001,500002,500001,500001
500002,500001,500002,500001,500001,91458,500002,500001,500001,500002,500001,500002,500002,500002,500002,500002,500002,500001,500001,500002,500001,500001,500002,26574
500001,500002,500002,500002,500002,500001,500001,500001,500001,500002,500001,500001,500002,500001,500001,500002,500001,500001,500002,500002,500002,500001,500002,33225
500001,500002,500002,500001,500002,310421,500001,1019,500001,500002,500001,500003,500001,500002,500001,500002,500002,500002,500001,500002,500002,500001,500001,88736
500001,500002,500001,500001,500003,500001,500002,304,500002,500002,500001,64612,500002,500002,500002,500001,500001,500002,500002,500002,500001,500002,500002,30296
500002,500002,500001,500001,500001,103497,500002,1148,500001,500002,500003,154277,500001,500001,500002,500001,500002,500001,500001,500002,500001,500001,500002,269215
500001,500002,500001,500002,500002,500001,500002,406,500002,500001,500001,500001,500002,500002,500001,500002,500002,500002,500002,500001,500001,500002,500002,500001
500002,500001,500002,500002,500001,408845,500001,500001,500002,500002,500001,141397,500001,500002,500002,500001,500002,500002,500001,500001,500001,500001,500001,98192
500001,500003,500002,500002,500002,359626,500002,500002,500002,500002,500002,500001,500002,500002,500002,500002,500001,500002,500002,500001,500001,500001,500002,60599
500002,500002,500002,500002,500001,117257,500001,500002,500001,500002,500001,500001,500001,500001,500002,500002,500001,500002,500001,500002,500001,500001,500002,56777
500002,500001,500002,500002,500002,152439,500001,364,500001,500001,500001,500002,500002,500002,500002,500001,500001,500002,500002,500001,500002,500002,500001,6488
500001,500001,500001,500002,500002,107381,500002,508,500001,500002,500002,500001,500002,500002,500001,500002,500001,500001,500002,500002,500001,500002,500002,62553
