499980,499980,499980,499980,499980,499980,499980,496050,499980,499980,499980,270,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,270,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,390,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,408840,499980,499980,499980,270,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,463500,499980,499980,499980,300,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,470280,499980,499980,499980,240,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,477990,499980,499980,499980,150,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,416010,499980,499980,499980,150,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,240,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,498810,499980,499980,499980,360,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,485580,499980,499980,499980,180,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,510,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,240,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,497730,499980,499980,499980,150,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,150,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,510,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,423630,499980,499980,499980,300,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,440310,499980,499980,499980,420,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,270,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,240,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,487980,499980,499980,499980,210,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,437340,499980,499980,499980,180,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,364020,499980,499980,499980,420,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,490320,499980,499980,499980,210,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
499980,499980,499980,499980,499980,499980,499980,475710,499980,499980,499980,120,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980,499980
