Inf,188.26,188.26,135.02,132.19,126.58,75.838,74.65,69.603,69.603,55.196,53.783,48.835,44.604,44.1,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,43.678,0.00026157,0.00020454,0.00017228,0.00014325,9.7989e-05,6.3971e-05,6.1919e-05,8.0855e-06
0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,48,50,52,54,62,64,70,72,80,82,88,90,96,98,104,106,108,114,116,118,120,126,128,134,136,138,140,148,150,152,154,156,164,166,174,176,182,184,190,192,198,200,206,208,210,216,218,224,226,232,234,236,242,244,254,256,262,264,270,272,274,280,282,288,290,292,298,300,302,310,312,320,322,324,332,334,340,342,350,352,358,360,362,368,370,376,378,380,386,388,396,398,404,406,408,416,418,426,428,430,436,438,444,446,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504
