Inf,17821,16745,5413.5,5413.5,5413.5,3489.4,3489.4,3489.4,3036.5,3036.5,2201.1,1365.3,1023.5,1023.5,698.39,698.39,544.13,544.13,544.13,538.56,465.11,461.18,460.1,326.13,248.96,225.86,190.95,190.95,190.89,190.89,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,189.37,2.0266,2.0208,1.8888,1.7895,1.7775,1.7775,1.7177,1.6096,1.5739,1.4747,1.4693,1.4693,1.4693,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.017118,0.0014934,0.0014885,0.0013742,0.0012946,0.0012946,0.0012946,0.0012453,0.0012453,0.0010205,0.00093634,0.00075953,0.00066172,0.00064722,0.0005634,0.00054708,0.00054708,0.00046059,0.00045339,0.00041874,0.00041874,0.00038923,0.00036727,0.0003087,0.00025181,0.00025181,0.00020345,0.00020345,0.00019301,0.00019301,0.00019233,0.00018298,0.00018298,0.00017659,0.00017121,0.00014388,0.00013872,0.00011469,0.00011469,0.00010762,0.00010762,0.00010675,0.00010312,0.00010312,7.965e-05,7.5223e-05,7.5223e-05,7.5115e-05,7.5115e-05,7.4452e-05,7.1839e-05,6.104e-05,5.3964e-05,4.563e-05,4.3686e-05,4.203e-05,4.203e-05,2.6985e-05,1.9622e-05,1.9622e-05,1.5713e-05,1.1229e-05,1.1229e-05,1.1198e-05,1.1198e-05,1.0136e-05,1.0136e-05
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252
