Inf,19765,12634,11107,8182.7,8182.7,7349.6,6372.7,3922.8,3922.8,3656.7,3655.9,3459.9,2752.8,2476.8,2346.1,2047,2012,1898.1,1885.4,1848.1,1808.8,1607.2,1505.2,1359.5,1324.7,1283.9,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,1270.5,0.088679,0.088679,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191,0.00030191
0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,66,68,70,72,74,76,78,80,82,84,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,262,264,266,268,288,290,292,294,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374
