NaN,0,0,0,0,0,0,0,0,0,3.69442435567005e+19
NaN,0,0,0,0,0,0,0,0,0,5.51617688865277e+18
NaN,0,0,0,0,0,0,0,0,0,1.91954031781178e+19
NaN,0,0,0,0,0,0,0,0,0,8.17982298478886e+19
NaN,0,0,0,0,0,0,0,0,0,8.51505157138308e+19
NaN,0,0,0,0,0,0,0,0,0,5.16469731504324e+19
NaN,0,0,0,0,0,0,0,0,0,1.3220401424099e+19
NaN,0,0,0,0,0,0,0,0,0,4.79505460846024e+18
NaN,0,0,0,0,0,0,0,0,0,1.10713827637063e+19
NaN,0,0,0,0,0,0,0,0,0,6.22663966812475e+19
NaN,0,0,0,0,0,0,0,0,0,3.37818398503719e+19
NaN,0,0,0,0,0,0,0,0,0,5.12932662228269e+19
NaN,0,0,0,0,0,0,0,0,0,7.62851973536422e+19
NaN,0,0,0,0,0,0,0,0,0,3.80215527246738e+19
NaN,0,0,0,0,0,0,0,0,0,7.19535355603061e+19
NaN,0,0,0,0,0,0,0,0,0,1.98231200513898e+19
NaN,0,0,0,0,0,0,0,0,0,9.31577210260447e+19
NaN,0,0,0,0,0,0,0,0,0,4.46027935330046e+19
NaN,0,0,0,0,0,0,0,0,0,2.31300005350289e+19
NaN,0,0,0,0,0,0,0,0,0,1.54478023036022e+19
NaN,0,0,0,0,0,0,0,0,0,4.40299688726749e+19
NaN,0,0,0,0,0,0,0,0,0,2.89156863685207e+19
NaN,0,0,0,0,0,0,0,0,0,3.5012850744508e+19
NaN,0,0,0,0,0,0,0,0,0,1.06614882089815e+20
NaN,0,0,0,0,0,0,0,0,0,8.66392730162228e+19
