NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.29751115672977e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.34697154046736e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.44301683000581e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.9831039306906e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,3.35078925472783e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.60667584325148e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,1.56101417485237e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.61247427941014e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,3.39111479150671e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,3.51094939811645e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.0519022559417e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,1.02269934165191e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,3.45523685467784e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.20954859502718e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.61078722028778e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.67566059185971e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.61914274109705e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,3.16898961766917e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.12124955217705e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.36845347672487e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.4146727530597e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,2.29223280135458e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,1.91696604005485e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,1.92796608664141e+23
NaN,0,0,0,0,0,0,0,0,0,0,0,0,1.16987916524726e+23
