NaN,0,4.94334829621588e-18
NaN,0,1.18420557053318e-19
NaN,0,8.59658150457286e-15
NaN,0,8.77548878569258e-17
NaN,0,9.06900040204377e-15
NaN,0,4.37640462987291e-20
NaN,0,2.57005319843967e-17
NaN,0,1.43184819301664e-18
NaN,0,1.54622976983256e-18
NaN,0,7.45416356393321e-15
NaN,0,1.09691861929533e-15
NaN,0,1.19637164066723e-14
NaN,0,7.29588476868514e-15
NaN,0,1.87972598961724e-17
NaN,0,3.8538204029996e-15
NaN,0,2.90381341608817e-16
NaN,0,4.65863043724057e-14
NaN,0,2.65666675262581e-16
NaN,0,3.21894874400705e-13
NaN,0,2.98195403610343e-17
NaN,0,4.63622734701394e-15
NaN,0,6.85158761199145e-16
NaN,0,7.70034687618751e-14
NaN,0,7.52318236350792e-18
NaN,0,6.90039472804277e-17
