NaN,0,0,0,0,0,2.96343443737683e+18
NaN,0,0,0,0,0,2.50307379965307e+18
NaN,0,0,0,0,0,9.63806383498422e+17
NaN,0,0,0,0,0,1.21197730980725e+19
NaN,0,0,0,0,0,1.63367135864121e+18
NaN,0,0,0,0,0,5.12337257250266e+18
NaN,0,0,0,0,0,5.52385244761524e+18
NaN,0,0,0,0,0,6.31735046985682e+17
NaN,0,0,0,0,0,7.21602090267481e+17
NaN,0,0,0,0,0,4.07335824706934e+17
NaN,0,0,0,0,0,2.52177080590883e+18
NaN,0,0,0,0,0,3.28655015495372e+18
NaN,0,0,0,0,0,8.51697470561419e+17
NaN,0,0,0,0,0,6.47860899135821e+18
NaN,0,0,0,0,0,4.82121883640332e+18
NaN,0,0,0,0,0,6.89455668474181e+17
NaN,0,0,0,0,0,2.06198094236072e+18
NaN,0,0,0,0,0,6.56490602548843e+17
NaN,0,0,0,0,0,5.41910897919706e+17
NaN,0,0,0,0,0,3.91215697304688e+18
NaN,0,0,0,0,0,5.12910939399092e+17
NaN,0,0,0,0,0,1.11656144529348e+18
NaN,0,0,0,0,0,4.52966411158826e+18
NaN,0,0,0,0,0,2.78905192182748e+18
NaN,0,0,0,0,0,1.15920040768174e+18
