NaN,0,0,0,0,0,1.84355978246913e+18
NaN,0,0,0,0,0,3.03559126632535e+17
NaN,0,0,0,0,0,4.02258255331844e+17
NaN,0,0,0,0,0,1.43336143814849e+18
NaN,0,0,0,0,0,9.26950680661065e+18
NaN,0,0,0,0,0,7.86836202411791e+18
NaN,0,0,0,0,0,6.61561711923753e+17
NaN,0,0,0,0,0,3.70957466654147e+18
NaN,0,0,0,0,0,2.12638424053537e+18
NaN,0,0,0,0,0,2.36627130889076e+19
NaN,0,0,0,0,0,5.08451329125137e+16
NaN,0,0,0,0,0,1.12064177964157e+18
NaN,0,0,0,0,0,5.13352374542819e+17
NaN,0,0,0,0,0,5.74429758902681e+18
NaN,0,0,0,0,0,3.7019221110981e+18
NaN,0,0,0,0,0,6.28974963882811e+18
NaN,0,0,0,0,0,1.82703546602028e+18
NaN,0,0,0,0,0,3.84088068134787e+18
NaN,0,0,0,0,0,8.4154102669487e+17
NaN,0,0,0,0,0,3.35800331935587e+18
NaN,0,0,0,0,0,8.04111166003452e+17
NaN,0,0,0,0,0,2.28444976396105e+18
NaN,0,0,0,0,0,1.92086898681509e+18
NaN,0,0,0,0,0,9.7913775980345e+17
NaN,0,0,0,0,0,1.85211473548463e+17
