NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760321145504
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319345959
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760320589645
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.55776031976572
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.557760319342059
