NaN,0,0,0,0,55871407806.416
NaN,0,0,0,0,55404581106.9314
NaN,0,0,0,0,22658508018.5797
NaN,0,0,0,0,39760561431.6512
NaN,0,0,0,0,5644564335.57804
NaN,0,0,0,0,166819948866.893
NaN,0,0,0,0,6352618154.22444
NaN,0,0,0,0,53202610029.5896
NaN,0,0,0,0,2351554047.58265
NaN,0,0,0,0,37680091671.6708
NaN,0,0,0,0,89628936157.4318
NaN,0,0,0,0,13614364343.134
NaN,0,0,0,0,6831172873.11616
NaN,0,0,0,0,28639502867.4093
NaN,0,0,0,0,89209804437.5361
NaN,0,0,0,0,61213266754.0175
NaN,0,0,0,0,153498558125.065
NaN,0,0,0,0,15440990629.9169
NaN,0,0,0,0,97276865551.2079
NaN,0,0,0,0,15074883890.0166
NaN,0,0,0,0,23139902519.7444
NaN,0,0,0,0,20765177238.5501
NaN,0,0,0,0,12641633003.8727
NaN,0,0,0,0,39796088752.6847
NaN,0,0,0,0,17365320029.6601
