NaN,0,0,0,0,0,0,0,0,0,0,3.98172520688261
NaN,0,0,0,0,0,0,0,0,0,0,3.98147852261845
NaN,0,0,0,0,0,0,0,0,0,0,3.98178393290289
NaN,0,0,0,0,0,0,0,0,0,0,7.06934930977945
NaN,0,0,0,0,0,0,0,0,0,0,7.12915131703235
NaN,0,0,0,0,0,0,0,0,0,0,3.98159429322548
NaN,0,0,0,0,0,0,0,0,0,0,7.13327320673389
NaN,0,0,0,0,0,0,0,0,0,0,3.98392892464869
NaN,0,0,0,0,0,0,0,0,0,0,3.98232839023833
NaN,0,0,0,0,0,0,0,0,0,0,3.98148182969645
NaN,0,0,0,0,0,0,0,0,0,0,3.98145385619596
NaN,0,0,0,0,0,0,0,0,0,0,7.06992267639485
NaN,0,0,0,0,0,0,0,0,0,0,7.06936088237052
NaN,0,0,0,0,0,0,0,0,0,0,3.98189312064563
NaN,0,0,0,0,0,0,0,0,0,0,7.06925302304915
NaN,0,0,0,0,0,0,0,0,0,0,7.06897349965545
NaN,0,0,0,0,0,0,0,0,0,0,3.98177904329733
NaN,0,0,0,0,0,0,0,0,0,0,3.9837174233735
NaN,0,0,0,0,0,0,0,0,0,0,3.98145093864046
NaN,0,0,0,0,0,0,0,0,0,0,3.98145382461632
NaN,0,0,0,0,0,0,0,0,0,0,7.07438918624644
NaN,0,0,0,0,0,0,0,0,0,0,3.98278798106024
NaN,0,0,0,0,0,0,0,0,0,0,3.9816993124993
NaN,0,0,0,0,0,0,0,0,0,0,3.98155195033774
NaN,0,0,0,0,0,0,0,0,0,0,3.9814957696543
