NaN,0,0,0,0,0,0,0,3.95838063081862e+24
NaN,0,0,0,0,0,0,0,3.66982715517163e+24
NaN,0,0,0,0,0,0,0,3.64720217691533e+24
NaN,0,0,0,0,0,0,0,4.06616236812986e+24
NaN,0,0,0,0,0,0,0,4.12624082445883e+24
NaN,0,0,0,0,0,0,0,3.71224914476138e+24
NaN,0,0,0,0,0,0,0,1.91632295262689e+24
NaN,0,0,0,0,0,0,0,3.36603471618658e+24
NaN,0,0,0,0,0,0,0,3.90771804801653e+24
NaN,0,0,0,0,0,0,0,3.00703603664905e+24
NaN,0,0,0,0,0,0,0,3.15205634942387e+24
NaN,0,0,0,0,0,0,0,3.05588749917108e+24
NaN,0,0,0,0,0,0,0,3.97658538784009e+24
NaN,0,0,0,0,0,0,0,3.3914606940164e+24
NaN,0,0,0,0,0,0,0,2.80561321722422e+24
NaN,0,0,0,0,0,0,0,3.0129963873138e+24
NaN,0,0,0,0,0,0,0,3.28348606751417e+24
NaN,0,0,0,0,0,0,0,3.50854576982497e+24
NaN,0,0,0,0,0,0,0,2.15403304968482e+24
NaN,0,0,0,0,0,0,0,3.81352195174847e+24
NaN,0,0,0,0,0,0,0,2.97138090505417e+24
NaN,0,0,0,0,0,0,0,3.45825183451917e+24
NaN,0,0,0,0,0,0,0,3.53511245714297e+24
NaN,0,0,0,0,0,0,0,3.50798012910683e+24
NaN,0,0,0,0,0,0,0,3.82385636397077e+24
