NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.530964974398
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.380525599821
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9646002588904
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.946906872405
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6814324419245
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.929189485102
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.663706702073
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.380521238799
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9645971576324
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.814150578467
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.663706143592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.097365788958
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3982283467839
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9645943005316
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.814151219514
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9646459065657
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.513262574559
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6814109092001
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.097382322048
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.230078658483
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.946904349577
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.230076757956
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.964614983785
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.097335529233
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.247781035726
