NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e+21
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1e+21
