Inf,0.25486,0.21059,0.20387,0.15985,0.14713,0.11201,0.066193,0.055581,0.046021,0.039541,0.036531,0.0359,0.032053,0.032053,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672,0.030672
0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200
