22380,21150,25920,3300,60000,10680,10350,6720,18000,7410,60000,10770,2910
20460,23100,8280,4020,60000,40470,8010,6990,16680,7800,60000,10320,2940
19500,8730,10110,4200,60000,26970,7740,4950,18510,7530,60000,11490,3840
22080,17310,60000,3930,60000,22320,9960,4530,17250,8310,60000,19620,3210
18180,20220,60000,4980,60000,36900,9120,4920,17970,7380,60000,15240,3750
22950,15780,60000,3510,60000,44670,9390,4710,42600,6450,60000,9780,3390
26070,15210,9330,3510,60000,9360,12420,5610,60000,7140,60000,12300,2700
18750,30060,60000,4260,60000,60000,11280,6630,46470,7200,60000,15360,2550
20850,10860,60000,4590,60000,26790,9210,6510,60000,8550,60000,11370,2700
19350,15120,60000,4290,60000,14400,9870,5190,18600,8400,60000,11460,2490
21030,7200,60000,3540,60000,24720,8040,7290,36600,7680,60000,13830,3180
19590,6810,60000,3540,60000,60000,13980,5220,18810,8370,60000,11190,3570
17730,6960,60000,3600,60000,40620,10320,4800,21180,7620,60000,14160,3990
20220,9870,10770,3060,60000,11520,8610,5190,28140,7740,60000,17820,3000
22800,11250,60000,3570,60000,32310,8370,6510,40410,7980,60000,12150,2850
18060,5700,60000,4410,60000,58920,10230,4530,35880,7950,60000,10170,3240
19890,19410,60000,4050,60000,46020,11940,6570,18270,7530,60000,12210,3060
19470,14700,60000,2430,60000,16650,6180,4920,14730,7860,60000,15210,2580
17790,15120,8460,4200,60000,13980,7080,6300,20400,6690,60000,12060,3390
17760,16980,60000,3600,60000,31260,8970,7260,18060,7350,60000,13440,2190
20130,8850,60000,5310,60000,46890,7560,6540,41220,7500,60000,8400,3210
19950,17820,60000,3420,60000,18870,8160,5550,37710,7080,60000,9570,4050
22470,23640,8520,4560,60000,33120,5850,6240,17310,7590,60000,12270,3000
18480,9390,60000,3810,60000,23880,9810,5790,15420,7470,60000,13200,3180
19800,19110,10410,3030,60000,15150,8250,6660,17700,7770,60000,12540,2460
20490,8520,60000,3570,60000,19680,8370,4230,18900,7770,60000,12390,2070
18450,16500,9450,4410,60000,11790,10230,4740,19050,7530,60000,10350,3930
20340,15240,10470,3990,60000,35520,8820,5340,20340,6870,60000,15900,3360
25980,8040,60000,3930,60000,52560,6000,6330,60000,8130,60000,9960,2640
23070,14220,9630,4590,60000,17550,9810,5550,60000,7050,60000,11760,4170
