25260,11850,37920,5430,60000,26520,16860,16380,60000,28050,28830,48630,6720
25260,11850,60000,5430,60000,29040,16860,16380,60000,28050,28830,48630,8280
25260,11850,60000,5430,60000,29040,16860,16380,60000,28050,28830,48630,6720
25260,11850,60000,5430,60000,29040,16860,16380,60000,28050,28830,48630,6720
25260,14370,60000,5430,60000,29040,12570,16380,60000,28050,28830,48630,6720
25260,11850,60000,5430,60000,26520,12570,16380,60000,28050,28830,48630,6720
25260,14370,60000,5430,60000,26520,12570,16380,60000,28050,28830,48630,6720
25260,14370,60000,5430,60000,26520,12570,16380,60000,28050,28830,48630,6720
25260,14370,60000,5430,60000,26520,12570,16380,60000,28050,26100,48630,6720
25260,14370,60000,5430,60000,26520,12570,16380,60000,28050,26100,48630,6720
25260,14370,60000,5430,60000,24750,12570,16380,22590,28050,26100,48630,6720
24480,14370,60000,5430,60000,26520,12570,16380,60000,28050,26100,48630,6720
25260,14370,60000,5430,60000,26520,12570,12630,22590,28050,26100,48630,5100
24480,14370,37920,5910,60000,26520,12570,16380,22590,28050,26100,48630,8280
25260,14370,60000,5430,60000,26520,12570,13740,22590,28050,26100,48630,8280
25260,14370,60000,5430,60000,26520,12570,12630,22590,28050,26100,48630,8280
27720,17850,41820,5400,60000,28650,6510,15000,60000,25410,28290,44280,5670
24060,17850,39690,4770,60000,23700,9180,12360,60000,34890,27360,48510,6240
28200,18660,35460,6180,60000,27540,8670,14850,25560,31710,26370,50790,4830
26190,18660,43590,5850,60000,20670,6510,10680,60000,28980,27360,39360,6660
25260,19770,36750,7230,60000,26880,12420,14010,60000,29880,25980,42420,8310
25620,8040,41520,6420,60000,24870,10830,10680,60000,29730,25980,39540,6660
23790,17280,37170,3930,60000,28650,9330,14010,60000,38370,25980,40650,5670
24720,17850,41580,7440,60000,24660,8730,12000,60000,27180,26370,40620,5130
25260,19020,39690,6420,60000,20460,10110,16680,60000,28140,18750,42300,5490
30300,8040,37380,5940,60000,29700,6120,12000,28590,30990,21960,54540,7980
26130,17760,35460,4770,60000,24870,5880,15420,60000,25080,23370,44760,7770
22590,28230,38460,6420,60000,24870,5250,13920,60000,24720,21300,45270,6960
26610,8040,35100,5490,60000,27060,9330,14610,60000,35550,25050,42540,5490
25980,20070,37620,5850,60000,20460,6510,13650,60000,30660,23100,44670,6810
