NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66594587036608
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66594587036608
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66594587036608
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66594587036608
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66594587036608
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66594587036608
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89841071642066
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99833272915663
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64777451407041
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66870240204944
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03638324129577
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53571127959516
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72611795438705
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11110745455306
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7119787700944
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77483254602182
