NaN,0,0,0,192.672886292772
NaN,0,0,0,288.434565671515
NaN,0,0,0,234.596610091968
NaN,0,0,0,178.950850763856
NaN,0,0,0,303.57777214048
NaN,0,0,0,274.9858076862
NaN,0,0,0,147.468297680317
NaN,0,0,0,209.920803888968
NaN,0,0,0,311.216363227642
NaN,0,0,0,354.57969483096
NaN,0,0,0,249.816032687658
NaN,0,0,0,318.823891240774
NaN,0,0,0,362.351694535044
NaN,0,0,0,294.590742669207
NaN,0,0,0,245.951064243763
NaN,0,0,0,170.332860265487
NaN,0,0,0,0.572820793056594
NaN,0,0,0,465.161061233622
NaN,0,0,0,152.571159235718
NaN,0,0,0,369.741812385624
NaN,0,0,0,384.150072380735
NaN,0,0,0,274.644454349507
NaN,0,0,0,190.806661989915
NaN,0,0,0,407.940196323933
NaN,0,0,0,302.775464755534
