NaN,0,0,0,0,0,0,0,0,0,0,0,7.52301732628892e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.70627108329683e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.77840223398754e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.50973771451643e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.78387518578389e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.62145757274001e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.3990447963077e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.9888060146089e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,8.04548251067888e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.75782599849912e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.91328396628487e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.49189145292864e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,6.84125265234006e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.78063002753664e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.55331946499114e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.83434093701775e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.41427185083736e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.82562445596284e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.92177680717859e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.86431986450693e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.41972612335827e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.39763894872904e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.78337607661224e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.94960446689686e+24
NaN,0,0,0,0,0,0,0,0,0,0,0,7.67373305408984e+24
