NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06986259347249e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04352412719823e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00647617439181e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0656882630582e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10896416200913e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08912085142324e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.487064192554e+29
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12790370439379e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10676151603783e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07165147158586e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0560445385953e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05066553264506e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0670097396987e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07320237218592e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08591218667106e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08713567734779e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03356367454576e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0983107200492e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1104329916238e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06635650583747e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01715660024996e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06344153755866e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01590813624787e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11357897696248e+30
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06645181818836e+30
