NaN,0,0,76298052613.9606
NaN,0,0,39186922336.2017
NaN,0,0,47297993504.2739
NaN,0,0,41454924563.4607
NaN,0,0,39703717475.7674
NaN,0,0,40326055197.239
NaN,0,0,91070215138.2245
NaN,0,0,46650205799.7064
NaN,0,0,56153072889.3472
NaN,0,0,32780134811.0663
NaN,0,0,17135656293.2119
NaN,0,0,55671293450.9879
NaN,0,0,29598647624.3902
NaN,0,0,26361733759.5669
NaN,0,0,46266083835.648
NaN,0,0,49437835297.7162
NaN,0,0,17591036351.4693
NaN,0,0,85522844027.8224
NaN,0,0,64117344421.6583
NaN,0,0,54402602572.2027
NaN,0,0,44216739755.5889
NaN,0,0,53804398955.0552
NaN,0,0,54717646807.3946
NaN,0,0,49542684798.578
NaN,0,0,50908611718.4663
