NaN,0,0,0,0,0,0,0,0,0,0,1499930
NaN,0,0,0,0,0,0,0,0,0,0,1499926
NaN,0,0,0,0,0,0,0,0,0,0,1499929
NaN,0,0,0,0,0,0,0,0,0,0,1499927
NaN,0,0,0,0,0,0,0,0,0,0,1499932
NaN,0,0,0,0,0,0,0,0,0,0,1499928
NaN,0,0,0,0,0,0,0,0,0,0,1499927
NaN,0,0,0,0,0,0,0,0,0,0,1499932
NaN,0,0,0,0,0,0,0,0,0,0,1499933
NaN,0,0,0,0,0,0,0,0,0,0,1499926
NaN,0,0,0,0,0,0,0,0,0,0,1499927
NaN,0,0,0,0,0,0,0,0,0,0,1499929
NaN,0,0,0,0,0,0,0,0,0,0,1499940
NaN,0,0,0,0,0,0,0,0,0,0,1499932
NaN,0,0,0,0,0,0,0,0,0,0,1499929
NaN,0,0,0,0,0,0,0,0,0,0,1499927
NaN,0,0,0,0,0,0,0,0,0,0,1499927
NaN,0,0,0,0,0,0,0,0,0,0,1499937
NaN,0,0,0,0,0,0,0,0,0,0,1499935
NaN,0,0,0,0,0,0,0,0,0,0,1499929
NaN,0,0,0,0,0,0,0,0,0,0,1499930
NaN,0,0,0,0,0,0,0,0,0,0,1499933
NaN,0,0,0,0,0,0,0,0,0,0,1499927
NaN,0,0,0,0,0,0,0,0,0,0,1499927
NaN,0,0,0,0,0,0,0,0,0,0,1499927
