NaN,0,0,0,0,0,0,0,0,89591593.8674795
NaN,0,0,0,0,0,0,0,0,89531474.1260205
NaN,0,0,0,0,0,0,0,0,89738147.8804056
NaN,0,0,0,0,0,0,0,0,90113718.5651814
NaN,0,0,0,0,0,0,0,0,91912758.6726857
NaN,0,0,0,0,0,0,0,0,88106692.4886165
NaN,0,0,0,0,0,0,0,0,88536066.4827471
NaN,0,0,0,0,0,0,0,0,91224940.2181418
NaN,0,0,0,0,0,0,0,0,89905574.5148208
NaN,0,0,0,0,0,0,0,0,90583141.3914636
NaN,0,0,0,0,0,0,0,0,90183795.9569347
NaN,0,0,0,0,0,0,0,0,90431507.8227132
NaN,0,0,0,0,0,0,0,0,89817764.8377135
NaN,0,0,0,0,0,0,0,0,90850245.548756
NaN,0,0,0,0,0,0,0,0,90103850.9808785
NaN,0,0,0,0,0,0,0,0,89283985.2316808
NaN,0,0,0,0,0,0,0,0,89802526.4363904
NaN,0,0,0,0,0,0,0,0,92017301.8097798
NaN,0,0,0,0,0,0,0,0,87424423.1816122
NaN,0,0,0,0,0,0,0,0,84975943.760882
NaN,0,0,0,0,0,0,0,0,91705419.1143488
NaN,0,0,0,0,0,0,0,0,88797420.9159094
NaN,0,0,0,0,0,0,0,0,89961903.6276288
NaN,0,0,0,0,0,0,0,0,91031605.3268679
NaN,0,0,0,0,0,0,0,0,91768648.3120676
