Inf,1.6359e+10,4.5474e+09,1.6067e+09,8.2127e+08,4.5122e+08,2.9157e+08,1.9892e+08,8.9518e+07,6.6388e+07,5.5113e+07,3.6022e+07,2.8334e+07,9.8153e+06,7.3192e+06,5.0121e+06,3.8172e+06,2.7167e+06,2.0045e+06,1.2726e+06,8.7818e+05,7.1065e+05,6.1688e+05,5.3714e+05,3.9159e+05,3.3106e+05,2.0408e+05,1.3225e+05,1.1321e+05,99522,75244,69303,65012,57886,52027,35818,33187,31541,29756,29132,22398,19300,18093,17230,16644,8106.7,512.38,349.16,270.46,218.52,147.49,121.97,72.085,59.863,51.119,36.197,32.661,25.111,22.564,17.078,14.709,13.349,12.49,9.7864,8.4942,6.0506,5.3686,2.17,1.9403,0.81888,0.63877,0.55225,0.50462,0.46643,0.44094,0.35818,0.28542,0.27473,0.091134,0.045556,0.039274,0.026152,0.015357,0.010631,0.0086881,0.0070901,0.0058661,0.0052353,0.0046769,0.0043109,0.004089,0.0039246,0.00381,0.00056566,0.0004615,0.0004043,0.00032914,0.00022258,0.00019216,0.00016817,5.1288e-05,4.1433e-05,3.3028e-05,2.8298e-05,2.5528e-05,2.3802e-05,2.2204e-05,2.1401e-05,1.0036e-05
0,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200,3400,3600,3800,4000,4200,4400,4600,4800,5000,5200,5400,5600,5800,6000,6200,6400,6600,6800,7000,7200,7400,7600,7800,8000,8200,8400,8600,8800,9000,9200,9400,9600,9800,10000,10200,10400,10600,10800,11000,11200,11400,11600,11800,12000,12200,12400,12600,12800,13000,13200,13400,13600,13800,14000,14200,14400,14600,14800,15000,15200,15400,15600,15800,16000,16200,16400,16600,16800,17000,17200,17400,17600,17800,18000,18200,18400,18600,18800,19000,19200,19400,19600,19800,20000,20200,20400,20600,20800,21000,21200,21400,21600
