NaN,0,0,0,4200557.01485753
NaN,0,0,0,3545967.80161791
NaN,0,0,0,3426943.8920938
NaN,0,0,0,3320981.12263376
NaN,0,0,0,3262184.85585114
NaN,0,0,0,3674244.00381441
NaN,0,0,0,3624811.5211342
NaN,0,0,0,3694915.00286474
NaN,0,0,0,3351722.34321607
NaN,0,0,0,3260641.61304848
NaN,0,0,0,3456150.84081934
NaN,0,0,0,2968447.34609898
NaN,0,0,0,3823445.01561711
NaN,0,0,0,3439857.43852797
NaN,0,0,0,3988151.84599748
NaN,0,0,0,3249403.28751775
NaN,0,0,0,3655937.45948424
NaN,0,0,0,4308554.70871542
NaN,0,0,0,4588325.62584482
NaN,0,0,0,4538786.99541097
NaN,0,0,0,3730214.3248185
NaN,0,0,0,3767850.88609918
NaN,0,0,0,3725537.64980524
NaN,0,0,0,3487002.57982031
NaN,0,0,0,2992772.35820202
