NaN,0,0,0,20660131.4834597
NaN,0,0,0,23520962.6222251
NaN,0,0,0,26152932.4678962
NaN,0,0,0,35517647.0866167
NaN,0,0,0,30379231.6916766
NaN,0,0,0,27588416.6617382
NaN,0,0,0,28544337.7766234
NaN,0,0,0,26727581.9320263
NaN,0,0,0,25316989.4645406
NaN,0,0,0,19691000.2011226
NaN,0,0,0,21701249.1517497
NaN,0,0,0,24012164.9324082
NaN,0,0,0,25338310.8925961
NaN,0,0,0,23168501.9793548
NaN,0,0,0,26069622.5630074
NaN,0,0,0,27621583.684239
NaN,0,0,0,26180100.896992
NaN,0,0,0,18957652.2615763
NaN,0,0,0,27190724.7039062
NaN,0,0,0,24663633.626268
NaN,0,0,0,22713959.071186
NaN,0,0,0,20378505.5414628
NaN,0,0,0,18523452.3712836
NaN,0,0,0,28611275.3032843
NaN,0,0,0,24936379.7972671
