NaN,0,0,0,0,0,0,1.81270465439404e+17
NaN,0,0,0,0,0,0,1.34694698012601e+17
NaN,0,0,0,0,0,0,2.04759372503936e+17
NaN,0,0,0,0,0,0,1.66143750289029e+17
NaN,0,0,0,0,0,0,2.39169722859746e+17
NaN,0,0,0,0,0,0,2.3195759955451e+17
NaN,0,0,0,0,0,0,2.40349461462356e+17
NaN,0,0,0,0,0,0,2.25648241338225e+17
NaN,0,0,0,0,0,0,1.93698796998752e+17
NaN,0,0,0,0,0,0,1.52989805875886e+17
NaN,0,0,0,0,0,0,2.21946559994207e+17
NaN,0,0,0,0,0,0,2.32648654063144e+17
NaN,0,0,0,0,0,0,1.62347149778932e+17
NaN,0,0,0,0,0,0,2.19842496835619e+17
NaN,0,0,0,0,0,0,2.13064557627715e+17
NaN,0,0,0,0,0,0,1.15494502795187e+17
NaN,0,0,0,0,0,0,1.83653202978838e+17
NaN,0,0,0,0,0,0,1.91953968887179e+17
NaN,0,0,0,0,0,0,1.96621557970383e+17
NaN,0,0,0,0,0,0,1.47661385743109e+17
NaN,0,0,0,0,0,0,1.98277900946539e+17
NaN,0,0,0,0,0,0,2.18938654570731e+17
NaN,0,0,0,0,0,0,2.22268432546818e+17
NaN,0,0,0,0,0,0,1.48141095339702e+17
NaN,0,0,0,0,0,0,2.22884600595282e+17
