NaN,0,0,0,0,0,0,41609196996966.9
NaN,0,0,0,0,0,0,46484572779458.9
NaN,0,0,0,0,0,0,49462922221704.3
NaN,0,0,0,0,0,0,142292573276479
NaN,0,0,0,0,0,0,129998758331723
NaN,0,0,0,0,0,0,27306768367077.9
NaN,0,0,0,0,0,0,49157570259134.3
NaN,0,0,0,0,0,0,67486609371862.2
NaN,0,0,0,0,0,0,20960158643483.6
NaN,0,0,0,0,0,0,85304225496894.5
NaN,0,0,0,0,0,0,17956359929141.7
NaN,0,0,0,0,0,0,130206659683174
NaN,0,0,0,0,0,0,124935136500799
NaN,0,0,0,0,0,0,35749214695261
NaN,0,0,0,0,0,0,149686611500454
NaN,0,0,0,0,0,0,40202137182349.6
NaN,0,0,0,0,0,0,49421478625400.9
NaN,0,0,0,0,0,0,24722655954132.9
NaN,0,0,0,0,0,0,35657751662499.3
NaN,0,0,0,0,0,0,41273074908653.5
NaN,0,0,0,0,0,0,122491909280588
NaN,0,0,0,0,0,0,20682516430272.4
NaN,0,0,0,0,0,0,110680866733499
NaN,0,0,0,0,0,0,76747674883696.6
NaN,0,0,0,0,0,0,66209488085224.9
