NaN,0,0,0,0,0,215265191.778944
NaN,0,0,0,0,0,215570590.0678
NaN,0,0,0,0,0,179322903.200848
NaN,0,0,0,0,0,246561355.228567
NaN,0,0,0,0,0,193773388.233647
NaN,0,0,0,0,0,553832191.372382
NaN,0,0,0,0,0,1040402743.76955
NaN,0,0,0,0,0,298251188.880664
NaN,0,0,0,0,0,341641779.863678
NaN,0,0,0,0,0,212496546.199389
NaN,0,0,0,0,0,926627385.633742
NaN,0,0,0,0,0,535752623.34871
NaN,0,0,0,0,0,253781492.045212
NaN,0,0,0,0,0,508335253.869325
NaN,0,0,0,0,0,681257689.157477
NaN,0,0,0,0,0,305986686.99149
NaN,0,0,0,0,0,363942875.621747
NaN,0,0,0,0,0,301701638.348575
NaN,0,0,0,0,0,234785008.877597
NaN,0,0,0,0,0,275236446.632088
NaN,0,0,0,0,0,242738248.152119
NaN,0,0,0,0,0,370511327.275033
NaN,0,0,0,0,0,329721470.586885
NaN,0,0,0,0,0,1172076169.33919
NaN,0,0,0,0,0,215304256.631114
