NaN,0,0,0,42013978.4455741
NaN,0,0,0,40900143.2743704
NaN,0,0,0,44787194.1649862
NaN,0,0,0,40925438.4458435
NaN,0,0,0,43311918.4266429
NaN,0,0,0,39728143.3472941
NaN,0,0,0,43939493.8613432
NaN,0,0,0,43213150.4816513
NaN,0,0,0,44716256.7767024
NaN,0,0,0,42762823.9162065
NaN,0,0,0,39081922.7020427
NaN,0,0,0,41897548.9985662
NaN,0,0,0,40747281.595486
NaN,0,0,0,42940733.6058391
NaN,0,0,0,44060268.0822729
NaN,0,0,0,42640103.5792022
NaN,0,0,0,42464394.0140311
NaN,0,0,0,40794828.9564562
NaN,0,0,0,44771915.8553333
NaN,0,0,0,44740066.1852615
NaN,0,0,0,44178366.7801775
NaN,0,0,0,44594175.0272079
NaN,0,0,0,41015700.6831393
NaN,0,0,0,42881128.8818468
NaN,0,0,0,41329352.9316861
