NaN,0,0,0,0,0,0,4.22465241694939e+15
NaN,0,0,0,0,0,0,2.91077750601051e+15
NaN,0,0,0,0,0,0,1.76019401141418e+15
NaN,0,0,0,0,0,0,1.88571386566916e+15
NaN,0,0,0,0,0,0,2.94890339688775e+15
NaN,0,0,0,0,0,0,4.88853194465111e+15
NaN,0,0,0,0,0,0,3.26324260096082e+15
NaN,0,0,0,0,0,0,5.09154068930686e+15
NaN,0,0,0,0,0,0,2.42062541780928e+15
NaN,0,0,0,0,0,0,4.39813823754872e+15
NaN,0,0,0,0,0,0,3.400072785838e+15
NaN,0,0,0,0,0,0,2.64708066505975e+15
NaN,0,0,0,0,0,0,2.35231005962e+15
NaN,0,0,0,0,0,0,4.00554025744561e+15
NaN,0,0,0,0,0,0,2.20874301323578e+15
NaN,0,0,0,0,0,0,3.35955079000398e+15
NaN,0,0,0,0,0,0,3.81877237447468e+15
NaN,0,0,0,0,0,0,6.03247631041713e+15
NaN,0,0,0,0,0,0,2.12569340509896e+15
NaN,0,0,0,0,0,0,1.91467760203793e+15
NaN,0,0,0,0,0,0,3.59441594680352e+15
NaN,0,0,0,0,0,0,2.47535420834849e+15
NaN,0,0,0,0,0,0,3.06666625871014e+15
NaN,0,0,0,0,0,0,1.70428578020641e+15
NaN,0,0,0,0,0,0,2.68009618099861e+15
