Inf,5.848e+20,-0.0028474,-0.0028474,-0.01385,-0.01385,-0.01385,-0.01385,-0.01385,-0.090875,-0.09256,-0.09256,-0.09256,-0.09256,-0.09256,-0.09545,-0.09545,-0.09545,-0.095452,-0.095452,-0.095452,-0.095452,-0.095639,-0.095639,-0.095639,-0.095657,-0.095657,-0.09566,-0.095705,-0.095705,-0.095806,-0.095806,-0.095806,-0.095824
0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
