NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90404819731011
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514557547859
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514674989371
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514543262022
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514621726775
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514547678151
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87334019217107
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514560666397
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514526155029
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514526413606
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514543912132
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514545651697
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514748408749
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514657282261
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514618362766
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514574240844
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514543217723
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.89578809333013
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514528464033
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514530493747
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514558979069
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514542064548
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514714606377
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514656768634
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90514533814449
