NaN,0,0,0,0,0,0,0,0,0,0,2850
NaN,0,0,0,0,0,0,0,0,0,0,2820
NaN,0,0,0,0,0,0,0,0,0,0,2070
NaN,0,0,0,0,0,0,0,0,0,0,2190
NaN,0,0,0,0,0,0,0,0,0,0,2940
NaN,0,0,0,0,0,0,0,0,0,0,2220
NaN,0,0,0,0,0,0,0,0,0,0,2070
NaN,0,0,0,0,0,0,0,0,0,0,2640
NaN,0,0,0,0,0,0,0,0,0,0,1530
NaN,0,0,0,0,0,0,0,0,0,0,2070
NaN,0,0,0,0,0,0,0,0,0,0,2250
NaN,0,0,0,0,0,0,0,0,0,0,2460
NaN,0,0,0,0,0,0,0,0,0,0,1440
NaN,0,0,0,0,0,0,0,0,0,0,1650
NaN,0,0,0,0,0,0,0,0,0,0,2460
NaN,0,0,0,0,0,0,0,0,0,0,2880
NaN,0,0,0,0,0,0,0,0,0,0,2220
NaN,0,0,0,0,0,0,0,0,0,0,2310
NaN,0,0,0,0,0,0,0,0,0,0,2250
NaN,0,0,0,0,0,0,0,0,0,0,2280
NaN,0,0,0,0,0,0,0,0,0,0,2250
NaN,0,0,0,0,0,0,0,0,0,0,2490
NaN,0,0,0,0,0,0,0,0,0,0,1440
NaN,0,0,0,0,0,0,0,0,0,0,2190
NaN,0,0,0,0,0,0,0,0,0,0,1260
