NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.503017531591656
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.486495762530264
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.487486294054156
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.476148775938186
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.425220258502544
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.459807771437349
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.459222510403172
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.545724001789242
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.483395996977247
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.593680380574247
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.561711658114718
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.776684768363508
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.491499925042331
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.477950217979456
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.491677157359118
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.502862256189909
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.434716909593876
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.462892167574774
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.682877276997948
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.577552370158235
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.556629144242717
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.494890233800019
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.549792846127397
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.461237722709136
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.755742640268814
