NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.373924122777
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7415923901592
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3716705517904
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3738168872228
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3492963685954
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4434369519257
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1583266075854
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.424929075729
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5154614626221
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1613585090835
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.450414266034
