NaN,0,0,0,0,0,0,0,0,0,0.767508622921266
NaN,0,0,0,0,0,0,0,0,0,0.750000537268916
NaN,0,0,0,0,0,0,0,0,0,0.754592925165883
NaN,0,0,0,0,0,0,0,0,0,0.750015193042206
NaN,0,0,0,0,0,0,0,0,0,0.754083655628132
NaN,0,0,0,0,0,0,0,0,0,0.7525413135232
NaN,0,0,0,0,0,0,0,0,0,0.750304174586105
NaN,0,0,0,0,0,0,0,0,0,0.753580180167748
NaN,0,0,0,0,0,0,0,0,0,0.799562480909341
NaN,0,0,0,0,0,0,0,0,0,0.750002852668179
NaN,0,0,0,0,0,0,0,0,0,0.750724026596784
NaN,0,0,0,0,0,0,0,0,0,0.752916396118478
NaN,0,0,0,0,0,0,0,0,0,0.772146817969304
NaN,0,0,0,0,0,0,0,0,0,0.751638860340097
NaN,0,0,0,0,0,0,0,0,0,0.750563223450399
NaN,0,0,0,0,0,0,0,0,0,0.750002726732713
NaN,0,0,0,0,0,0,0,0,0,0.750454260891621
NaN,0,0,0,0,0,0,0,0,0,0.821786107240524
NaN,0,0,0,0,0,0,0,0,0,0.750368128054807
NaN,0,0,0,0,0,0,0,0,0,0.770570721008242
NaN,0,0,0,0,0,0,0,0,0,0.77111011362106
NaN,0,0,0,0,0,0,0,0,0,0.774438629098242
NaN,0,0,0,0,0,0,0,0,0,0.752856129456598
NaN,0,0,0,0,0,0,0,0,0,0.750070291563049
NaN,0,0,0,0,0,0,0,0,0,0.761544017907784
