NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6735369324791
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1087311972533
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8869784337495
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9006200962393
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0837954825782
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.393474472962
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0956850243318
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4278266827189
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.664163584344
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2114192373871
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5221127987874
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4079307026033
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2989023395883
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7710837653676
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5106394029284
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4372824801474
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.940148027615
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2892825016028
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.55740073565
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8452196205907
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3242564779541
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2124033580465
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1258445536054
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9832909115645
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9327472670011
